index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Experimenter.started,reminder.started,Experimenter.stopped,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,Start_Sum_Exp.stopped,sum_button.numClicks,sum_button.timesOn,sum_button.timesOff,Thanks.started,text_7.started,text_7.stopped,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_105_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_047_of_116_1.wav,Like he was a person but from another planet or something But the longer I work for him the more I see he's just this guy this very unusually gorgeous extremely muscly guy who's sort of funny and sort of smart but who's a regular person who married the girl he dated in high school and doesn't seem to know how he got here He seems totally baffled by his success and he's always asking my opinion about things like his wardrobe or whatever And I'm wondering if he's forgotten I'm just the PA on my very first movie ever,What is the narrator's perception of the person she works for?,A. He's like a person from another planet,B. He's extremely muscly and smart,C. He's very confident and self-assured,D. He's just a regular person baffled by his success,D. He's just a regular person baffled by his success,no,5.972,,,,,,,,,,,,,0,59,59,59,,,,,,,,,2127.764756458,,,,,,,,,,,,,,,2128.590985416,2128.606311249667,2128.6028071250003,2134.57366475,2134.585632333,2134.5969364579996,2134.808760041,2134.808760041,2136.4845798329998,2137.12447125,1,1.8556099590000485,1,[0.6502192080001805],[0.650221583000075],,,,,,,,,,,,,,,2137.124880833,2138.8327469160004,0,,,1,1.6981458750001366,1.6981485420001263,0,,,0,,,,,,,,,,2127.7579712079996,2127.764756458,2127.764756458,2127.764756458,2128.59075175,1,[0.8311373340002319],[0.8311401670002851],,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_49_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_025_of_116_2.wav,Ancient history Dina says but she's smiling And what about ever since I saw Dina in class I've wanted to ask about the series she did And tonight with a drink in my hand and the giddy flush of the day behind me I'm finally feeling bold enough to bring it up The show she says sharing a look with Leighton who smiles sympathetically Sorry I don't mean to It's fine Dina says shaking her head You I don't mind telling,What is Dina's reaction to the narrator's question?,A. She feels uncomfortable,B. She doesn't mind talking about it,C. She gets angry,D. She is happy to receive the question,B. She doesn't mind talking about it,yes,7.0775,,,,,,,,,,,,,0,60,60,60,0,0,0,0,0,0,0,0,2152.8046827910002,,,,,,,,,,,,,,,2139.3582431249997,2139.373551832667,2139.371430125,2146.4577137079996,2146.4609571250003,2146.4721655000003,2146.6753503749997,2146.6753503749997,2149.2565274999997,2151.663350416,3.8999999999999995,3.6289387500000885,1,[2.4183187499997985],[2.4183210000001054],,,,,,,2152.793000916,2152.8046827910002,2152.8046827910002,2158.0503468750003,something about a show,1,[5.25384216600014],[5.25384537500031],,,,,,,,,,,,,,,,,,,,,,2138.833227583,2138.855807625,2138.855807625,2138.855807625,2139.358007375,1,[0.5231742080000004],[0.5231768749999901],2151.663825666,2151.673380958,2152.7922059579996,1,[1.1274816249997457],[1.1274844169997777],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_49_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_025_of_116_2.wav,Ancient history Dina says but she's smiling And what about ever since I saw Dina in class I've wanted to ask about the series she did And tonight with a drink in my hand and the giddy flush of the day behind me I'm finally feeling bold enough to bring it up The show she says sharing a look with Leighton who smiles sympathetically Sorry I don't mean to It's fine Dina says shaking her head You I don't mind telling,What is Dina's reaction to the narrator's question?,A. She feels uncomfortable,B. She doesn't mind talking about it,C. She gets angry,D. She is happy to receive the question,B. She doesn't mind talking about it,yes,7.0775,,,,,,,,,,,,,0,60,60,60,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_49_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_025_of_116_2.wav,Ancient history Dina says but she's smiling And what about ever since I saw Dina in class I've wanted to ask about the series she did And tonight with a drink in my hand and the giddy flush of the day behind me I'm finally feeling bold enough to bring it up The show she says sharing a look with Leighton who smiles sympathetically Sorry I don't mean to It's fine Dina says shaking her head You I don't mind telling,What is Dina's reaction to the narrator's question?,A. She feels uncomfortable,B. She doesn't mind talking about it,C. She gets angry,D. She is happy to receive the question,B. She doesn't mind talking about it,yes,7.0775,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2158.050843291,2162.6991318749997,1,4.637989082999866,4.637991374999729,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_100_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_044_of_116_2.wav,Who else laughs funny It seems all I can think of are people who have completely normal ways of laughing or Fran Drescher from The Nanny but that's her laugh It's only funny the way she does it Or is that what they want Someone who can copy someone else's already funny laugh rather than trying to invent a better one Now all I can think of is the laugh from The Nanny Maybe that's what I'll do then I can't think of anything else I'll just try to do a really good version of the laugh from The Nanny The girls are coming and going out of the audition room with incredible speed,What famous laugh does the narrator consider using for the audition?,A. A laugh from a family member,B. A laugh from a friend,C. The laugh from The Nanny,D. A unique and invented laugh,C. The laugh from The Nanny,yes,14.765,,,,,,,,,,,,,0,61,61,61,0,0,0,0,0,0,0,0,2183.194345625,,,,,,,,,,,,,,,2163.5761835410003,2163.591594791667,2163.596055958,2178.3598551659998,2178.362697583,2178.3739095,2178.5753018329997,2178.5753018329997,2181.510343375,2182.6995548329996,7.533333333333333,3.7274695840001186,1,[1.1988969159997396],[1.1988990410000042],,,,,,,2183.183244416,2183.194345625,2183.194345625,2192.5778444999996,they are supposed to do a funny laugh,1,[9.391412166999999],[9.391415291999692],,,,,,,,,,,,,,,,,,,,,,2162.6995884999997,2162.706466916,2162.706466916,2162.706466916,2163.575943,1,[0.8746597080003085],[0.8746625420003511],2182.7000401249998,2182.708318,2183.1826311659997,1,[0.48199579199990694],[0.4819984589998967],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_100_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_044_of_116_2.wav,Who else laughs funny It seems all I can think of are people who have completely normal ways of laughing or Fran Drescher from The Nanny but that's her laugh It's only funny the way she does it Or is that what they want Someone who can copy someone else's already funny laugh rather than trying to invent a better one Now all I can think of is the laugh from The Nanny Maybe that's what I'll do then I can't think of anything else I'll just try to do a really good version of the laugh from The Nanny The girls are coming and going out of the audition room with incredible speed,What famous laugh does the narrator consider using for the audition?,A. A laugh from a family member,B. A laugh from a friend,C. The laugh from The Nanny,D. A unique and invented laugh,C. The laugh from The Nanny,yes,14.765,,,,,,,,,,,,,0,61,61,61,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_100_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_044_of_116_2.wav,Who else laughs funny It seems all I can think of are people who have completely normal ways of laughing or Fran Drescher from The Nanny but that's her laugh It's only funny the way she does it Or is that what they want Someone who can copy someone else's already funny laugh rather than trying to invent a better one Now all I can think of is the laugh from The Nanny Maybe that's what I'll do then I can't think of anything else I'll just try to do a really good version of the laugh from The Nanny The girls are coming and going out of the audition room with incredible speed,What famous laugh does the narrator consider using for the audition?,A. A laugh from a family member,B. A laugh from a friend,C. The laugh from The Nanny,D. A unique and invented laugh,C. The laugh from The Nanny,yes,14.765,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192.578300125,2196.837732833,0,,,0,,,1,4.25004483299972,4.250047749999794,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_9_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_008_of_116_1.wav,For the Stevie Nicks fan club Jane seriously say something helpful She tilted her head studying me carefully Honestly Franny all I can think of to say is you look like you work at a really great bakery in Maine I have class tonight after my audition so today I go for young mom meets acting class neutral black sweater black tights short black wool skirt and my Doc Martin Oxford lace up shoes Not super mom ish but practical for walking,What does Jane say the narrator looks like?,A. Like she works at a bakery,B. Like she is a movie star,C. Like she is a student at Oxford,D. Like she is a mom,A. Like she works at a bakery,yes,7.5175,,,,,,,,,,,,,0,62,62,62,0,0,0,0,0,0,0,0,2266.377230833,,,,,,,,,,,,,,,2256.281035125,2256.296817916667,2256.294457375,2263.8058519160004,2263.8164999580003,2263.827406958,2264.0496544999996,2264.0496544999996,2265.148030708,2265.8333524580003,3.291666666666667,1.2959587919999649,1,[0.6942620830000124],[0.6942645409999386],,,,,,,2266.3660689159997,2266.377230833,2266.377230833,2267.115732,,1,[0.7464406659996712],[0.7464440829999148],,,,,,,,,,,,,,,,,,,,,,2196.838273708,2196.845192916,2196.845192916,2196.845192916,2256.2808197080003,1,[59.440797625000414],[59.44080025000039],2265.833851333,2265.83835025,2266.3652994579998,1,[0.5307910830001674],[0.5307940000002418],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_9_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_008_of_116_1.wav,For the Stevie Nicks fan club Jane seriously say something helpful She tilted her head studying me carefully Honestly Franny all I can think of to say is you look like you work at a really great bakery in Maine I have class tonight after my audition so today I go for young mom meets acting class neutral black sweater black tights short black wool skirt and my Doc Martin Oxford lace up shoes Not super mom ish but practical for walking,What does Jane say the narrator looks like?,A. Like she works at a bakery,B. Like she is a movie star,C. Like she is a student at Oxford,D. Like she is a mom,A. Like she works at a bakery,yes,7.5175,,,,,,,,,,,,,0,62,62,62,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_9_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_008_of_116_1.wav,For the Stevie Nicks fan club Jane seriously say something helpful She tilted her head studying me carefully Honestly Franny all I can think of to say is you look like you work at a really great bakery in Maine I have class tonight after my audition so today I go for young mom meets acting class neutral black sweater black tights short black wool skirt and my Doc Martin Oxford lace up shoes Not super mom ish but practical for walking,What does Jane say the narrator looks like?,A. Like she works at a bakery,B. Like she is a movie star,C. Like she is a student at Oxford,D. Like she is a mom,A. Like she works at a bakery,yes,7.5175,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2267.116193125,2268.932329833,0,,,1,1.8065649580003083,1.8065677499998856,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_44_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_024_of_116_0.wav,It's such a talent to be able to make people laugh but God forbid you end up on something joyless and soul crushing like that show with all the nurses Hello New York The first person I spot outside the theater is Dina smoking with a few other classmates Dina is one of the older members of our class in her 40s maybe and is still sort of famous from a show she did in the 80s called There's Pierre which I remember watching all the time growing up but she never mentions it so I don't either,What show does the narrator consider joyless and soul-crushing?,A. A show about nurses,B. A show called "Hello New York",C. A show from the 80s,D. A show with Dina,A. A show about nurses,yes,5.988,,,,,,,,,,,,,0,63,63,63,0,0,0,0,0,0,0,0,2278.2108018750005,,,,,,,,,,,,,,,2269.488819041,2269.5041008326666,2269.501501083,2275.498442958,2275.501693,2275.5119082499996,2275.716385166,2275.716385166,2277.313731833,2277.8012085,1,1.7742069579999225,1,[0.5000862079996296],[0.5000891659997251],,,,,,,2278.1995962909996,2278.2108018750005,2278.2108018750005,2278.9226828749997,,1,[0.7199279999999817],[0.7199365840001519],,,,,,,,,,,,,,,,,,,,,,2268.9329175410003,2268.9394490410004,2268.9394490410004,2268.9394490410004,2269.4885835000005,1,[0.5548614589997669],[0.5548641669997778],2277.8016798750004,2277.8139942079997,2278.1988835829998,1,[0.3965796250004132],[0.39658270900008574],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_44_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_024_of_116_0.wav,It's such a talent to be able to make people laugh but God forbid you end up on something joyless and soul crushing like that show with all the nurses Hello New York The first person I spot outside the theater is Dina smoking with a few other classmates Dina is one of the older members of our class in her 40s maybe and is still sort of famous from a show she did in the 80s called There's Pierre which I remember watching all the time growing up but she never mentions it so I don't either,What show does the narrator consider joyless and soul-crushing?,A. A show about nurses,B. A show called "Hello New York",C. A show from the 80s,D. A show with Dina,A. A show about nurses,yes,5.988,,,,,,,,,,,,,0,63,63,63,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_44_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_024_of_116_0.wav,It's such a talent to be able to make people laugh but God forbid you end up on something joyless and soul crushing like that show with all the nurses Hello New York The first person I spot outside the theater is Dina smoking with a few other classmates Dina is one of the older members of our class in her 40s maybe and is still sort of famous from a show she did in the 80s called There's Pierre which I remember watching all the time growing up but she never mentions it so I don't either,What show does the narrator consider joyless and soul-crushing?,A. A show about nurses,B. A show called "Hello New York",C. A show from the 80s,D. A show with Dina,A. A show about nurses,yes,5.988,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278.9230357079996,2279.498977041,0,,,1,0.5668838329997925,0.5668866669998351,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_60_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_029_of_116_0.wav,Yes I guess you did some kind of television commercial and he saw you in something on Theatre Row I think it was just after he moved in Is that off Broadway or sorry is that Broadway You played two parts a psychiatrist and something else a French housekeeper A cockney maid It was just a two night thing not really even off Broadway very off Broadway I guess Yes that's it,What two parts did the narrator play in a theater production?,A. A psychiatrist and a French housekeeper,B. A lawyer and a judge,C. A doctor and a nurse,D. A singer and a dancer,A. A psychiatrist and a French housekeeper,no,10.83375,,,,,,,,,,,,,0,64,64,64,,,,,,,,,2279.5063604160005,,,,,,,,,,,,,,,2280.288927541,2280.3042189576668,2280.3056882910005,2291.149244958,2291.1527714579997,2291.163991708,2291.3676955829997,2291.3676955829997,2293.5212914579997,2294.354975958,6.433333333333334,2.3331221250000453,1,[0.8426812500001688],[0.8426835420000316],,,,,,,,,,,,,,,2294.3554225,2297.3504892909996,1,2.9864309999998113,2.986433749999833,0,,,0,,,0,,,,,,,,,,2279.4994587499996,2279.5063604160005,2279.5063604160005,2279.5063604160005,2280.2886875000004,1,[0.7874683750001168],[0.7874712500001806],,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_119_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_053_of_116_1.wav,But when did you start doing this I didn't see any of it in the fridge Yeah no that's the best part You don't have to refrigerate it It comes in a box It's freeze dried in a package and you just take it out and soak it You soak it It sounds weird I know but it's actually very convenient because you can take it anywhere you know on the go Why can't you just eat actual healthy food the kind that doesn't require soaking Well obviously because I can't be trusted to control myself This teaches you portion control,Why does the narrator prefer soaked food?,A. Because it helps with portion control,B. Because it tastes good,C. Becauseit is cheap,D. Because the friend likes it,A. Because it helps with portion control,yes,14.345,,,,,,,,,,,,,0,65,65,65,0,0,0,0,0,0,0,0,2317.6995427909997,,,,,,,,,,,,,,,2298.3233497909996,2298.3392084576667,2298.343890833,2312.710918291,2312.6912467909997,2312.7024439160004,2312.919608458,2312.919608458,2315.350493666,2316.384620916,7.341666666666667,3.0007375830000456,1,[1.043300791999627],[1.043303041999934],,,,,,,2317.6875950000003,2317.6995427909997,2317.6995427909997,2339.4268819159997,someone is on a controlled diet using pre-packaged food that you need to soak,1,[21.735917166000036],[21.73592062500029],,,,,,,,,,,,,,,,,,,,,,2297.3510076250004,2297.358162875,2297.358162875,2297.358162875,2298.32316525,1,[0.9704661670002679],[0.9704686250001942],2316.3851021250002,2316.39010175,2317.68676875,1,[1.3010145829998692],[1.3010177909995946],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_119_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_053_of_116_1.wav,But when did you start doing this I didn't see any of it in the fridge Yeah no that's the best part You don't have to refrigerate it It comes in a box It's freeze dried in a package and you just take it out and soak it You soak it It sounds weird I know but it's actually very convenient because you can take it anywhere you know on the go Why can't you just eat actual healthy food the kind that doesn't require soaking Well obviously because I can't be trusted to control myself This teaches you portion control,Why does the narrator prefer soaked food?,A. Because it helps with portion control,B. Because it tastes good,C. Becauseit is cheap,D. Because the friend likes it,A. Because it helps with portion control,yes,14.345,,,,,,,,,,,,,0,65,65,65,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_119_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_053_of_116_1.wav,But when did you start doing this I didn't see any of it in the fridge Yeah no that's the best part You don't have to refrigerate it It comes in a box It's freeze dried in a package and you just take it out and soak it You soak it It sounds weird I know but it's actually very convenient because you can take it anywhere you know on the go Why can't you just eat actual healthy food the kind that doesn't require soaking Well obviously because I can't be trusted to control myself This teaches you portion control,Why does the narrator prefer soaked food?,A. Because it helps with portion control,B. Because it tastes good,C. Becauseit is cheap,D. Because the friend likes it,A. Because it helps with portion control,yes,14.345,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339.4273660830004,2341.8865184160004,1,2.449599790999855,2.4496024999998554,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_103_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_045_of_116_1.wav,So I let it soften back down to the small giggle and finally exhausted but happy I let out a little sigh that's interrupted by an almost involuntary hiccup like I gulp down too much champagne all at once It's a blur from that point on a series of snapshots that flashed before me The woman in the back mouthing see to the disgruntled man who nods and shrugs at her in a way That says who knew and the man in glasses asking me to wait in the waiting room,What happens after the narrator finishes their audition?,A. She is congratulated by the casting director,B. She is asked to perform the laugh again,C. She is asked to wait in the waiting room,D. She is immediately given the role,C. She is asked to wait in the waiting room,no,10.75875,,,,,,,,,,,,,0,66,66,66,,,,,,,,,2341.894291333,,,,,,,,,,,,,,,2342.343021416,2342.3582896246667,2342.359172916,2353.119646708,2353.1222485830003,2353.1330234160005,2353.3788692079997,2353.3788692079997,2355.81024575,2357.5704191659997,4.141666666666667,3.850747875000252,1,[1.7702108329999646],[1.7702133329999015],,,,,,,,,,,,,,,2357.5709017500003,2363.722167666,0,,,0,,,1,6.141563833999953,6.141566624999996,0,,,,,,,,,,2341.88703275,2341.894291333,2341.894291333,2341.894291333,2342.3427838750004,1,[0.4539929170000505],[0.4539957920001143],,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_22_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_013_of_116_1.wav,Want to go with me to that diner on 8th and get a salad in between Salad Oh yeah I'm supposed to eat more salad It just never seems appealing In fact I was already planning to go to that diner on 8th for my usual pre class dinner Grilled cheese french fries and the New York Times crossword puzzle But for some reason I find myself making an excuse I can't I have another you know torture session after this one,What was the narrator already planning to eat at the diner?,A. Grilled cheese and fries,B. Salad,C. Pie,D. Club sandwich,A. Grilled cheese and fries,yes,10.56,,,,,,,,,,,,,0,67,67,67,0,0,0,0,0,0,0,0,2379.967273708,,,,,,,,,,,,,,,2364.5210247080004,2364.5363822076665,2364.5370643329998,2375.104066666,2375.107637833,2375.1188621660003,2375.3218002080002,2375.3218002080002,2378.730734041,2379.3211669579996,3.1,3.5854937499998414,1,[0.6004257090003193],[0.6004278750001504],,,,,,,2379.9559630410004,2379.967273708,2379.967273708,2390.062314166,someone is invited to go to a diner but says they can't go,1,[10.102987249999842],[10.10299037499999],,,,,,,,,,,,,,,,,,,,,,2363.7226897910004,2363.7358915000004,2363.7358915000004,2363.7358915000004,2364.520780166,1,[0.7963985840001442],[0.7964011250001022],2379.321654083,2379.32646975,2379.9552249999997,1,[0.6329306659999929],[0.6329332499999509],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_22_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_013_of_116_1.wav,Want to go with me to that diner on 8th and get a salad in between Salad Oh yeah I'm supposed to eat more salad It just never seems appealing In fact I was already planning to go to that diner on 8th for my usual pre class dinner Grilled cheese french fries and the New York Times crossword puzzle But for some reason I find myself making an excuse I can't I have another you know torture session after this one,What was the narrator already planning to eat at the diner?,A. Grilled cheese and fries,B. Salad,C. Pie,D. Club sandwich,A. Grilled cheese and fries,yes,10.56,,,,,,,,,,,,,0,67,67,67,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_22_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_013_of_116_1.wav,Want to go with me to that diner on 8th and get a salad in between Salad Oh yeah I'm supposed to eat more salad It just never seems appealing In fact I was already planning to go to that diner on 8th for my usual pre class dinner Grilled cheese french fries and the New York Times crossword puzzle But for some reason I find myself making an excuse I can't I have another you know torture session after this one,What was the narrator already planning to eat at the diner?,A. Grilled cheese and fries,B. Salad,C. Pie,D. Club sandwich,A. Grilled cheese and fries,yes,10.56,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2390.062753166,2394.6151110829996,0,,,1,4.5433930410003995,4.543396041000051,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_112_condition.wav,Someday__Someday__Maybe__Unabridged___File_049_of_116_0.wav,It was all a blur of papers coming off the roll from the fax machine and time spent rushing from one building in Manhattan to another But then we ran out of fax paper and I kept forgetting to get a new roll so I had to cold read a few times and I'll admit there were a few days when I showed up at an audition not really prepared And then there was the big audition I had prepared for a small part in a Broadway play directed by Mike Stanley But I was so nervous to meet him that I left out an entire page of the scene and he didn't ask me to read it again,What happened during the narrator's audition for a Broadway play directed by Mike Stanley?,A. The narrator performed exceptionally well,B. The narrator forgot to bring her audition materials,C. The narrator left out an entire page of the scene,D. The narrator received a callback for another audition,C. The narrator left out an entire page of the scene,no,30.23,,,,,,,,,,,,,0,68,68,68,,,,,,,,,2394.6373528330005,,,,,,,,,,,,,,,2395.162008083,2395.210790958,2395.2043530829997,2425.440615875,2425.4434644579997,2425.464978541,2425.6877182079998,2425.6877182079998,2428.3798961250004,2430.325245,5.608333333333333,4.39626595899972,1,[1.9549299999998766],[1.9549327919999087],,,,,,,,,,,,,,,2430.3257084160005,2433.424943,0,,,0,,,1,3.087520042000051,3.0875231669997447,0,,,,,,,,,,2394.615640041,2394.6373528330005,2394.6373528330005,2394.6373528330005,2395.1618152500005,1,[0.5455663750003623],[0.5455690830003732],,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
