index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Experimenter.started,reminder.started,Experimenter.stopped,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,Start_Sum_Exp.stopped,sum_button.numClicks,sum_button.timesOn,sum_button.timesOff,textbox.stopped,summary_done.stopped,Thanks.started,text_7.started,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_42_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_023_of_116_0.wav,There will be another showcase next year but my deadline expires way before then and I refuse to break it I refuse to become one of those people who can't accept the truth that it just isn't going to happen for them Something cold grabs my heart and my mouth falls open Maybe I've already become one of them while I wasn't looking Maybe I can't accept the truth that it just isn't going to happen for me Maybe I already know but I can't admit it How many more days of waiting do I really need before I have to face facts,When will be the next showcase?,A. Next year,B. Next month,C. Next week,D. Next fall,A. Next year,yes,14.73996875,,,,,,,,,,,,,0,55,55,55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_42_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_023_of_116_0.wav,There will be another showcase next year but my deadline expires way before then and I refuse to break it I refuse to become one of those people who can't accept the truth that it just isn't going to happen for them Something cold grabs my heart and my mouth falls open Maybe I've already become one of them while I wasn't looking Maybe I can't accept the truth that it just isn't going to happen for me Maybe I already know but I can't admit it How many more days of waiting do I really need before I have to face facts,When will be the next showcase?,A. Next year,B. Next month,C. Next week,D. Next fall,A. Next year,yes,14.73996875,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.6149981669987,2804.7163037499995,0,,,1,4.09301562499968,4.093018540999765,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_110_condition.wav,Someday__Someday__Maybe__Unabridged___File_048_of_116_3.wav,But still the dry cleaners own you You're at their mercy Clothes that have to be dry cleaned look down on you Is it the clothes who are to blame or the dry cleaning professionals themselves Chicken or the egg my friend This new dry cleaning conspiracy theory reminds me of your fear of ironing This is nothing like my fear of ironing Although ironing is another secret society that doesn't want you to know what's up Do you know anyone who can tell you why the ironing board is shaped that way How does it help me that it's the size of a surfboard,What is the dry cleaning conspiracy theory being compared to?,A. A fear of ironing,B. The shape of an ironing board,C. A secret society,D. A surfboard,A. A fear of ironing,yes,28.34996875,,,,,,,,,,,,,0,56,56,56,0,0,0,0,0,0,0,0,2839.897287749998,,,,,,,,,,,,,,,2806.8171766250016,2806.849040250335,2806.848138917001,2835.1932401669983,2835.2018696669984,2835.223959916999,2835.487264208001,2835.487264208001,2838.6351656670013,2839.285645625001,9.883333333333333,3.3869854580007086,1,[0.6593979999997828],[0.6594005000006291],,,,,,,2839.8860899579995,2839.897287749998,2839.897287749998,2866.237438832999,"She goes from her conspiracy about dry cleaning to ironing, and questions why it is the shape of a surfboard",1,[26.348138875000586],[26.34814216599989],,,,,,,,,,,,,,,,,,,,,,2804.716811041999,2804.731618875001,2804.731618875001,2804.731618875001,2806.8169141670005,1,[2.0983229170014965],[2.098325750001095],2839.2861320420016,2839.2914205419984,2839.885412083,1,[0.5986023750010645],[0.59860504199969],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_110_condition.wav,Someday__Someday__Maybe__Unabridged___File_048_of_116_3.wav,But still the dry cleaners own you You're at their mercy Clothes that have to be dry cleaned look down on you Is it the clothes who are to blame or the dry cleaning professionals themselves Chicken or the egg my friend This new dry cleaning conspiracy theory reminds me of your fear of ironing This is nothing like my fear of ironing Although ironing is another secret society that doesn't want you to know what's up Do you know anyone who can tell you why the ironing board is shaped that way How does it help me that it's the size of a surfboard,What is the dry cleaning conspiracy theory being compared to?,A. A fear of ironing,B. The shape of an ironing board,C. A secret society,D. A surfboard,A. A fear of ironing,yes,28.34996875,,,,,,,,,,,,,0,56,56,56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_110_condition.wav,Someday__Someday__Maybe__Unabridged___File_048_of_116_3.wav,But still the dry cleaners own you You're at their mercy Clothes that have to be dry cleaned look down on you Is it the clothes who are to blame or the dry cleaning professionals themselves Chicken or the egg my friend This new dry cleaning conspiracy theory reminds me of your fear of ironing This is nothing like my fear of ironing Although ironing is another secret society that doesn't want you to know what's up Do you know anyone who can tell you why the ironing board is shaped that way How does it help me that it's the size of a surfboard,What is the dry cleaning conspiracy theory being compared to?,A. A fear of ironing,B. The shape of an ironing board,C. A secret society,D. A surfboard,A. A fear of ironing,yes,28.34996875,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2866.2378708329998,2875.914095458,1,9.666636334000941,9.666639084000053,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_15_condition.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_3.wav,Whenever Jane talks about Russell Blakely all I can picture is that line everybody was quoting from his last movie Steel Entrapment where he calls out to Cordelia Biscayne honey I'm home while hanging by one hand from the landing gear of a helicopter bare chested Today's special is from the set of Kill Time an assortment of bagels that were only out on the craft service table for about three hours but are not sadly accompanied by cream cheese and that Chinese rice thing that Dan likes which I don't think was too aggressively sneezed upon,What does Russell Blakely call out to Cordelia Biscayne in the movie Steel Entrapment?,A. "Sweetie I'm out",B. "Baby I'm back",C. "Darling I've arrived",D. "Honey I'm home",D. "Honey I'm home",yes,29.3,,,,,,,,,,,,,0,57,57,57,0,0,0,0,0,0,0,0,2909.9043607919994,,,,,,,,,,,,,,,2877.637911875001,2877.6698267503352,2877.669423708001,2906.9621833329984,2906.975108208,2906.995584832999,2907.2479397079987,2907.2479397079987,2908.5895859999982,2909.1734117919987,10,1.5688533749998896,1,[0.5932907499991416],[0.5932932499999879],,,,,,,2909.891920667,2909.9043607919994,2909.9043607919994,2939.8911496670007,"She remembers a line from a movie in which the main character said"honey im home" hanging from a helicopter, then an assortment of ba",0,,,,,,,,,,,,,,,,,,,,,,,,2875.9146546250013,2875.9220986670007,2875.9220986670007,2875.9220986670007,2877.6376251250003,1,[1.7210459590023675],[1.7210487090014794],2909.1739108330003,2909.1785637499997,2909.8911308749994,1,[0.7148566659998323],[0.714859499999875],2939.9102559169987,2939.9102559169987,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_15_condition.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_3.wav,Whenever Jane talks about Russell Blakely all I can picture is that line everybody was quoting from his last movie Steel Entrapment where he calls out to Cordelia Biscayne honey I'm home while hanging by one hand from the landing gear of a helicopter bare chested Today's special is from the set of Kill Time an assortment of bagels that were only out on the craft service table for about three hours but are not sadly accompanied by cream cheese and that Chinese rice thing that Dan likes which I don't think was too aggressively sneezed upon,What does Russell Blakely call out to Cordelia Biscayne in the movie Steel Entrapment?,A. "Sweetie I'm out",B. "Baby I'm back",C. "Darling I've arrived",D. "Honey I'm home",D. "Honey I'm home",yes,29.3,,,,,,,,,,,,,0,57,57,57,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_15_condition.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_3.wav,Whenever Jane talks about Russell Blakely all I can picture is that line everybody was quoting from his last movie Steel Entrapment where he calls out to Cordelia Biscayne honey I'm home while hanging by one hand from the landing gear of a helicopter bare chested Today's special is from the set of Kill Time an assortment of bagels that were only out on the craft service table for about three hours but are not sadly accompanied by cream cheese and that Chinese rice thing that Dan likes which I don't think was too aggressively sneezed upon,What does Russell Blakely call out to Cordelia Biscayne in the movie Steel Entrapment?,A. "Sweetie I'm out",B. "Baby I'm back",C. "Darling I've arrived",D. "Honey I'm home",D. "Honey I'm home",yes,29.3,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2939.8915789579987,2944.5009680830008,0,,,0,,,0,,,1,4.600081791999401,4.600084875000903,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_4_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_005_of_116_3.wav,You told me you'd try if I let you I promised I'd make sure I take a deep breath and I bellow in my most diaphragmatically supported Shakespearean tone Dan come in Miraculously the left side of Dan's face appears through a crack in the door but it's not until he's confirmed my fully covered status and stepped all the way into the room leaning his oversized frame awkwardly against the corner bookshelf that I suddenly remember My hair,What does the narrator suddenly remember when Dan enters the room?,A. Her hair,B. A book,C. Her appointment,D. A phone call,A. Her hair,yes,11.22375,,,,,,,,,,,,,0,58,58,58,0,0,0,0,0,0,0,0,2964.3216853330014,,,,,,,,,,,,,,,2947.0973273329982,2947.1130330416677,2947.1142578750005,2958.3315667919996,2958.3424556249993,2958.3528628329987,2958.6221952080014,2958.6221952080014,2962.673838999999,2963.3927607080004,8.058333333333334,4.293923207998887,1,[0.7306809170004271],[0.7306832089998352],,,,,,,2964.310005291998,2964.3216853330014,2964.3216853330014,2985.6001521670005,"She yells for dan to come in and he leans against the bookshelf, but then she remmembers her hair",1,[21.286527625001327],[21.286530625002342],,,,,,,,,,,,,,,,,,,,,,2944.5014899169983,2944.5085327080014,2944.5085327080014,2944.5085327080014,2947.0971026670013,1,[2.5949071670002013],[2.5949102919985307],2963.3932370830007,2963.398320417,2964.3092397500004,1,[0.9152602499998466],[0.9152629580021312],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_4_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_005_of_116_3.wav,You told me you'd try if I let you I promised I'd make sure I take a deep breath and I bellow in my most diaphragmatically supported Shakespearean tone Dan come in Miraculously the left side of Dan's face appears through a crack in the door but it's not until he's confirmed my fully covered status and stepped all the way into the room leaning his oversized frame awkwardly against the corner bookshelf that I suddenly remember My hair,What does the narrator suddenly remember when Dan enters the room?,A. Her hair,B. A book,C. Her appointment,D. A phone call,A. Her hair,yes,11.22375,,,,,,,,,,,,,0,58,58,58,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_4_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_005_of_116_3.wav,You told me you'd try if I let you I promised I'd make sure I take a deep breath and I bellow in my most diaphragmatically supported Shakespearean tone Dan come in Miraculously the left side of Dan's face appears through a crack in the door but it's not until he's confirmed my fully covered status and stepped all the way into the room leaning his oversized frame awkwardly against the corner bookshelf that I suddenly remember My hair,What does the narrator suddenly remember when Dan enters the room?,A. Her hair,B. A book,C. Her appointment,D. A phone call,A. Her hair,yes,11.22375,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2985.6006237500005,2988.0442492500006,1,2.4350456669999403,2.4350482919981005,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_74_condition.wav,Someday__Someday__Maybe__Unabridged___File_035_of_116_2.wav,Barney wears a light blue sport coat and has thick white hair cropped very close to his head The whole place smells like cigar smoke and dust but there's something comforting about it I'm afraid my nervousness is obvious especially when I discover that the only way to sit in the one huge armchair opposite his desk is to sink into it and be swallowed I fight the chair for a minute trying to perch daintily on the edge and then give up and sit back which at least might make me look relaxed Francis Banks Barney Bellows,What is Barney Sparks wearing when the main character meets him?,A. A black tuxedo,B. A light blue sport coat,C. A red sweater,D. A white lab coat,B. A light blue sport coat,no,29.69,,,,,,,,,,,,,0,59,59,59,,,,,,,,,2988.0514856670015,,,,,,,,,,,,,,,2990.3008643329995,2990.332735625333,2990.3332402919987,3020.0284793749997,3020.032275624999,3020.0542227920014,3020.296948457999,3020.296948457999,3022.372181292001,3023.4483935419994,9.991666666666665,2.290394125000603,1,[1.0853937499996391],[1.0853961249995336],,,,,,,,,,,,,,,3023.4488687500016,3025.4638823749992,0,,,1,2.006834167001216,2.0068370420012798,0,,,0,,,,,,,,,,2988.0447336670004,2988.0514856670015,2988.0514856670015,2988.0514856670015,2990.3005772920005,1,[2.2539318339986494],[2.253934666998248],,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_83_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_037_of_116_4.wav,I sound odd to myself as if I'm playing the part of a professional actress who has meetings all the time and is sort of blasé about them I loved Barney Sparks I want to tell Dan but I'm suspicious of anything that seems too easy I'm not sure why I can't say that now and not sure why I didn't jump at the chance to say yes in Barney's office It feels like I'm an actor in an Italian movie from the 60s saying the placeholder lines into the camera waiting for the real ones that come later,What is the narrator suspicious of?,A. Things that take too long,B. Things that are hard to do,C. Things that seem controversial,D. Things that seem too easy,D. Things that seem too easy,yes,5.806,,,,,,,,,,,,,0,60,60,60,0,0,0,0,0,0,0,0,3037.780982125001,,,,,,,,,,,,,,,3027.713206083001,3027.728511458667,3027.725426707999,3033.546083000001,3033.549242666999,3033.560177042,3033.764327000001,3033.764327000001,3035.5616382920016,3036.569988542,3.25,1.9738122080016183,1,[1.0209686669986695],[1.0209709580012714],,,,,,,3037.7677339580005,3037.780982125001,3037.780982125001,3038.5048835000016,,1,[0.7335005839995574],[0.7335034999996424],,,,,,,,,,,,,,,,,,,,,,3025.4644107079985,3025.4780205829993,3025.4780205829993,3025.4780205829993,3027.712992624998,1,[2.24680087500019],[2.2468036670034053],3036.5704904170016,3036.57800075,3037.7669690420007,1,[1.1956633330009936],[1.1956679159993655],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_83_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_037_of_116_4.wav,I sound odd to myself as if I'm playing the part of a professional actress who has meetings all the time and is sort of blasé about them I loved Barney Sparks I want to tell Dan but I'm suspicious of anything that seems too easy I'm not sure why I can't say that now and not sure why I didn't jump at the chance to say yes in Barney's office It feels like I'm an actor in an Italian movie from the 60s saying the placeholder lines into the camera waiting for the real ones that come later,What is the narrator suspicious of?,A. Things that take too long,B. Things that are hard to do,C. Things that seem controversial,D. Things that seem too easy,D. Things that seem too easy,yes,5.806,,,,,,,,,,,,,0,60,60,60,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_83_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_037_of_116_4.wav,I sound odd to myself as if I'm playing the part of a professional actress who has meetings all the time and is sort of blasé about them I loved Barney Sparks I want to tell Dan but I'm suspicious of anything that seems too easy I'm not sure why I can't say that now and not sure why I didn't jump at the chance to say yes in Barney's office It feels like I'm an actor in an Italian movie from the 60s saying the placeholder lines into the camera waiting for the real ones that come later,What is the narrator suspicious of?,A. Things that take too long,B. Things that are hard to do,C. Things that seem controversial,D. Things that seem too easy,D. Things that seem too easy,yes,5.806,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3038.5053170829997,3044.664022124998,0,,,0,,,0,,,1,6.1499304579992895,6.149933332999353,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_107_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_048_of_116_0.wav,One more thing from last night Yeah Apparently We're not supposed to wash our jeans anymore the wardrobe lady told me We are only supposed to dry clean them What That's insane Yep We're supposed to buy jeans really tight as tight as we can squeeze into so all the fat gets compressed into as little space as possible Then we want the fat compression level to stay that way for as long as it can right Well washing jeans makes them softer and baggier and lessens the fat compression quotient,Why are people advised not to wash their jeans anymore?,A. To save water and be more environmentally friendly,B. To maintain the tight fit and fat compression,C. To reduce laundry expenses,D. To prevent jeans from fading,B. To maintain the tight fit and fat compression,yes,5.8,,,,,,,,,,,,,0,61,61,61,0,0,0,0,0,0,0,0,3058.6983219169997,,,,,,,,,,,,,,,3047.3204291250004,3047.336135916667,3047.331903792001,3053.1469718750013,3053.151358416999,3053.1625637079997,3053.366083000001,3053.366083000001,3057.0986069169994,3057.69346925,3.0166666666666666,3.911182750001899,1,[0.6039185419977002],[0.6039212079995195],,,,,,,3058.686040042001,3058.6983219169997,3058.6983219169997,3072.1825317500006,"what" then something about washing,1,[13.49281712499942],[13.492819916998997],,,,,,,,,,,,,,,,,,,,,,3044.6645192079995,3044.671749500001,3044.671749500001,3044.671749500001,3047.320248958,1,[2.653976292000152],[2.6539789170019503],3057.694011042,3057.6987235000015,3058.685190917,1,[0.9899944159988081],[0.9900081249979849],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_107_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_048_of_116_0.wav,One more thing from last night Yeah Apparently We're not supposed to wash our jeans anymore the wardrobe lady told me We are only supposed to dry clean them What That's insane Yep We're supposed to buy jeans really tight as tight as we can squeeze into so all the fat gets compressed into as little space as possible Then we want the fat compression level to stay that way for as long as it can right Well washing jeans makes them softer and baggier and lessens the fat compression quotient,Why are people advised not to wash their jeans anymore?,A. To save water and be more environmentally friendly,B. To maintain the tight fit and fat compression,C. To reduce laundry expenses,D. To prevent jeans from fading,B. To maintain the tight fit and fat compression,yes,5.8,,,,,,,,,,,,,0,61,61,61,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_107_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_048_of_116_0.wav,One more thing from last night Yeah Apparently We're not supposed to wash our jeans anymore the wardrobe lady told me We are only supposed to dry clean them What That's insane Yep We're supposed to buy jeans really tight as tight as we can squeeze into so all the fat gets compressed into as little space as possible Then we want the fat compression level to stay that way for as long as it can right Well washing jeans makes them softer and baggier and lessens the fat compression quotient,Why are people advised not to wash their jeans anymore?,A. To save water and be more environmentally friendly,B. To maintain the tight fit and fat compression,C. To reduce laundry expenses,D. To prevent jeans from fading,B. To maintain the tight fit and fat compression,yes,5.8,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3072.1829620419994,3080.400410916998,1,8.207088125000155,8.207090832998801,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_13_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_1.wav,After hanging up with my dad I think I hear Jane downstairs home from the set which means I might actually get something to eat before I get on the train I made it onto the actual wait list I call while coming down the stairs To see the famous nutritionist person Yes Also do I have a problem with cigarettes You seem to be doing just fine with them Jane says dumping a large brown bag onto the top of our never used oven with a thud She's wearing a trench coat we found at the Goodwill in Prospect Heights and her signature giant red vintage sunglasses,What is Jane's signature accessorize?,A. Red vintage sunglasses,B. A red trenchcoat,C. Red platform boots,D. A brown belt,A. Red vintage sunglasses,yes,7.5925,,,,,,,,,,,,,0,62,62,62,0,0,0,0,0,0,0,0,3092.728994500001,,,,,,,,,,,,,,,3081.516427999999,3081.5317400416684,3081.529513624999,3089.1197947500004,3089.135637291998,3089.1460339580008,3089.377476292,3089.377476292,3091.4148043329988,3092.127854416998,2.075,2.2417290410012356,1,[0.7250106249994133],[0.7250129999993078],,,,,,,3092.71757325,3092.728994500001,3092.728994500001,3100.867634457998,Her dad and cigarettes,1,[8.14679100000285],[8.14679425000213],,,,,,,,,,,,,,,,,,,,,,3080.4009165829993,3080.4143635420005,3080.4143635420005,3080.4143635420005,3081.51620025,1,[1.11356437500217],[1.113567125001282],3092.1283470419985,3092.1336160829997,3092.716791250001,1,[0.5877071670001897],[0.587709832998371],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_13_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_1.wav,After hanging up with my dad I think I hear Jane downstairs home from the set which means I might actually get something to eat before I get on the train I made it onto the actual wait list I call while coming down the stairs To see the famous nutritionist person Yes Also do I have a problem with cigarettes You seem to be doing just fine with them Jane says dumping a large brown bag onto the top of our never used oven with a thud She's wearing a trench coat we found at the Goodwill in Prospect Heights and her signature giant red vintage sunglasses,What is Jane's signature accessorize?,A. Red vintage sunglasses,B. A red trenchcoat,C. Red platform boots,D. A brown belt,A. Red vintage sunglasses,yes,7.5925,,,,,,,,,,,,,0,62,62,62,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_13_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_1.wav,After hanging up with my dad I think I hear Jane downstairs home from the set which means I might actually get something to eat before I get on the train I made it onto the actual wait list I call while coming down the stairs To see the famous nutritionist person Yes Also do I have a problem with cigarettes You seem to be doing just fine with them Jane says dumping a large brown bag onto the top of our never used oven with a thud She's wearing a trench coat we found at the Goodwill in Prospect Heights and her signature giant red vintage sunglasses,What is Jane's signature accessorize?,A. Red vintage sunglasses,B. A red trenchcoat,C. Red platform boots,D. A brown belt,A. Red vintage sunglasses,yes,7.5925,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.8680572919984,3108.0846480830005,0,,,0,,,0,,,1,7.208093290999386,7.208096416001354,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_40_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_021_of_116_3.wav,Aren't you cold It's James Franklin the last person I want to see right now Nothing could make me feel worse after what happened tonight than to be reminded that a guy I gushed all over got my phone number but never called me Even after I learned that he and Penelope were some sort of couple I held my breath every day for the last two weeks while waiting for the machine to rewind hoping he'd left a message but he never did James smiles at me and stamps his feet rubbing his hands together and blowing on them,Why does the narrator feel embarrassed to see James Franklin?,A. Because he got her phone number but never called,B. Because he is dating Penelope,C. Because he reminds her of a bad experience,D. Because he is unfriendly,A. Because he got her phone number but never called,yes,7.0725,,,,,,,,,,,,,0,63,63,63,0,0,0,0,0,0,0,0,3532.5042420419995,,,,,,,,,,,,,,,3522.5649050829998,3522.5799980836678,3522.5784133330017,3529.657879999999,3529.6613296670002,3529.671690125,3529.887166542001,3529.887166542001,3531.2917640419982,3531.8812724169984,1.958333333333333,1.5953426670021145,1,[0.5987655829994765],[0.5987678749988845],,,,,,,3532.493255792,3532.5042420419995,3532.5042420419995,3532.9018834579983,,1,[0.4053472080013307],[0.4053500410009292],,,,,,,,,,,,,,,,,,,,,,3108.085172542,3108.091232125,3108.091232125,3108.091232125,3522.5646065420005,1,[414.4786929169968],[414.4786957079996],3531.8817750000017,3531.8902397499987,3532.4924932920003,1,[0.6099609579978278],[0.6099636670005566],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
